Code_Region,Nom_Region,Code_CNP,Titre_professionnel_de_la_CNP,Niveau_de_competences,Genre_de_competences,emploi_estime,Perspectives
450,Lanaudière,7612,Autres manoeuvres et aides de soutien de metiers,D - Elementaire (Moins Qualifie)                                                                                                                                                                                                                               ,Transport                            ,100,Non publie
450,Lanaudière,7621,Manoeuvres à l'entretien des travaux publics,D - Elementaire (Moins Qualifie)                                                                                                                                                                                                                               ,Transport                            ,700,equilibre
450,Lanaudière,7622,Manoeuvres dans le transport ferroviaire et routier,D - Elementaire (Moins Qualifie)                                                                                                                                                                                                                               ,Transport                            ,200,equilibre
450,Lanaudière,8211,Surveillants/surveillantes de l'exploitation forestière,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Agriculture                                   ,,Non publie
450,Lanaudière,8221,Surveillants/surveillantes de l'exploitation des mines et des carrières,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Agriculture                                   ,,Non publie
450,Lanaudière,8222,Entrepreneurs/entrepreneuses et surveillants/surveillantes du forage et des services relies à l'extraction de petrole et de gaz,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Agriculture                                   ,,Non publie
450,Lanaudière,8231,Mineurs/mineuses d'extraction et de preparation/ mines souterraines,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Agriculture                                   ,,Non publie
450,Lanaudière,8232,Foreurs/foreuses et personnel de mise à l'essai et des autres services relies à l'extraction de petrole et de gaz,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Agriculture                                   ,,Non publie
450,Lanaudière,8241,Conducteurs/conductrices de machines d'abattage d'arbres,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Agriculture                                   ,,Non publie
450,Lanaudière,8252,Entrepreneurs/entrepreneuses de services agricoles/ surveillants/surveillantes d'exploitations agricoles et ouvriers specialises/ouvrières specialisees dans l'elevage,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Agriculture                                   ,150,equilibre
450,Lanaudière,8255,Entrepreneurs/entrepreneuses et superviseurs/superviseures des services de l'amenagement paysager/ de l'entretien des terrains et de l'horticulture,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Agriculture                                   ,150,equilibre
450,Lanaudière,8261,Capitaines et officiers/officières de bateaux de pêche,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Agriculture                                   ,,Non publie
450,Lanaudière,8262,Pêcheurs independants/pêcheuses independantes,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Agriculture                                   ,,Non publie
450,Lanaudière,8411,Personnel d'entretien et de soutien des mines souterraines,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Agriculture                                   ,,Non publie
450,Lanaudière,8412,Personnel du forage et de l'entretien des puits de petrole et de gaz et personnel assimile,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Agriculture                                   ,,Non publie
450,Lanaudière,8421,Operateurs/operatrices de scies à chaîne et d'engins de debardage,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Agriculture                                   ,50,Non publie
450,Lanaudière,8422,Ouvriers/ouvrières en sylviculture et en exploitation forestière,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Agriculture                                   ,100,Non publie
450,Lanaudière,8431,Ouvriers/ouvrières agricoles,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Agriculture                                   ,1000,Deficit important
450,Lanaudière,8432,Ouvriers/ouvrières de pepinières et de serres,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Agriculture                                   ,100,Leger Deficit
450,Lanaudière,8441,Matelots de pont sur les bateaux de pêche,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Agriculture                                   ,,Non publie
450,Lanaudière,8442,Trappeurs/trappeuses et chasseurs/chasseuses,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Agriculture                                   ,,Non publie
450,Lanaudière,8611,Manoeuvres à la recolte,D - Elementaire (Moins Qualifie)                                                                                                                                                                                                                               ,Agriculture                                   ,,Non publie
450,Lanaudière,8612,Manoeuvres en amenagement paysager et en entretien des terrains,D - Elementaire (Moins Qualifie)                                                                                                                                                                                                                               ,Agriculture                                   ,1000,Deficit important
450,Lanaudière,8613,Manoeuvres de l'aquaculture et de la mariculture,D - Elementaire (Moins Qualifie)                                                                                                                                                                                                                               ,Agriculture                                   ,,Non publie
450,Lanaudière,8614,Manoeuvres des mines,D - Elementaire (Moins Qualifie)                                                                                                                                                                                                                               ,Agriculture                                   ,,Non publie
450,Lanaudière,8615,Manoeuvres de forage et d'entretien des puits de petrole et de gaz/ et personnel assimile,D - Elementaire (Moins Qualifie)                                                                                                                                                                                                                               ,Agriculture                                   ,,Non publie
450,Lanaudière,8616,Manoeuvres de l'exploitation forestière,D - Elementaire (Moins Qualifie)                                                                                                                                                                                                                               ,Agriculture                                   ,,Non publie
450,Lanaudière,9211,Surveillants/surveillantes dans la transformation des metaux et des minerais,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Fabrication                                      ,150,equilibre
450,Lanaudière,9212,Surveillants/surveillantes dans le raffinage du petrole/ dans le traitement du gaz et des produits chimiques et dans les services d'utilite publique,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Fabrication                                      ,250,equilibre
450,Lanaudière,9213,Surveillants/surveillantes dans la transformation des aliments/ des boissons et des produits connexes,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Fabrication                                      ,600,Leger Deficit
450,Lanaudière,9214,Surveillants/surveillantes dans la fabrication de produits en caoutchouc et en plastique,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Fabrication                                      ,300,Leger Deficit
450,Lanaudière,9215,Surveillants/surveillantes dans la transformation des produits forestiers,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Fabrication                                      ,100,equilibre
450,Lanaudière,9217,Surveillants/surveillantes dans la transformation et la fabrication de produits textiles/ de tissus/ de fourrure et de cuir,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Fabrication                                      ,,Non publie
450,Lanaudière,9221,Surveillants/surveillantes dans la fabrication de vehicules automobiles,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Fabrication                                      ,,Non publie
450,Lanaudière,9222,Surveillants/surveillantes dans la fabrication de materiel electronique,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Fabrication                                      ,,Non publie
450,Lanaudière,9223,Surveillants/surveillantes dans la fabrication d'appareils electriques,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Fabrication                                      ,,Non publie
450,Lanaudière,9224,Surveillants/surveillantes dans la fabrication de meubles et d'accessoires,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Fabrication                                      ,150,Non publie
450,Lanaudière,9226,Surveillants/surveillantes dans la fabrication d'autres produits metalliques et de pièces mecaniques,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Fabrication                                      ,150,Non publie
450,Lanaudière,9227,Surveillants/surveillantes dans la fabrication et le montage de produits divers,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Fabrication                                      ,100,Non publie
450,Lanaudière,9231,Operateurs/operatrices de poste central de contrôle et de conduite de procedes industriels dans le traitement des metaux et des minerais,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Fabrication                                      ,,Non publie
450,Lanaudière,9232,Operateurs/operatrices de salle de commande centrale dans le raffinage du petrole et le traitement du gaz et des produits chimiques,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Fabrication                                      ,150,Non publie
450,Lanaudière,9235,Operateurs/operatrices au contrôle de la reduction en pâte des pâtes et papiers/ de la fabrication du papier et du couchage,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Fabrication                                      ,,Non publie
450,Lanaudière,9241,Mecaniciens/mecaniciennes de centrales et operateurs/operatrices de reseaux energiques,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Fabrication                                      ,250,Leger Deficit
450,Lanaudière,9243,Operateurs/operatrices d'installations du traitement de l'eau et des dechets,Technique-2 (Qualifie)                                                                                                                                                                                                                                         ,Fabrication                                      ,100,Non publie
450,Lanaudière,9411,Operateurs/operatrices de machines dans le traitement des metaux et des minerais,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,,Non publie
450,Lanaudière,9412,Ouvriers/ouvrières de fonderies,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,50,Non publie
450,Lanaudière,9413,Operateurs/operatrices de machines à former et à finir le verre et coupeurs/coupeuses de verre,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,100,Non publie
450,Lanaudière,9414,Operateurs/operatrices de machines dans le façonnage et la finition des produits en beton/ en argile ou en pierre,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,100,Non publie
450,Lanaudière,9415,Contrôleurs/contrôleuses et essayeurs/essayeuses dans la transformation des metaux et des minerais,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,,Non publie
450,Lanaudière,9416,Operateurs/operatrices de machines à travailler les metaux legers et lourds/ et de machines de formage,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,200,equilibre
450,Lanaudière,9417,Operateurs/operatrices de machines d'usinage,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,150,Leger Deficit
450,Lanaudière,9418,Operateurs/operatrices de machines d'autres produits metalliques,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,100,equilibre
450,Lanaudière,9421,Operateurs/operatrices d'installations de traitement des produits chimiques,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,200,Non publie
450,Lanaudière,9422,Operateurs/operatrices de machines de traitement des matières plastiques,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,450,Leger Deficit
450,Lanaudière,9423,Operateurs/operatrices de machines de transformation du caoutchouc et personnel assimile,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,800,equilibre
450,Lanaudière,9431,Operateurs/operatrices de machines à scier dans les scieries,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,150,equilibre
450,Lanaudière,9432,Operateurs/operatrices de machines dans les usines de pâte à papier,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,100,Leger Surplus
450,Lanaudière,9433,Operateurs/operatrices de machines dans la fabrication et la finition du papier,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,100,Leger Surplus
450,Lanaudière,9434,Autres operateurs/operatrices de machines dans la transformation du bois,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,50,Non publie
450,Lanaudière,9435,Operateurs/operatrices de machines à façonner le papier,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,100,Non publie
450,Lanaudière,9436,Classeurs/classeuses de bois d'oeuvre et autres verificateurs/verificatrices et classeurs/classeuses dans la transformation du bois,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,,Non publie
450,Lanaudière,9437,Operateurs/operatrices de machines à travailler le bois,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,200,equilibre
450,Lanaudière,9441,Operateurs/operatrices de machines et travailleurs/travailleuses de traitement des fibres et des fils textiles/ du cuir et des peaux,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,,Non publie
450,Lanaudière,9442,Tisseurs/tisseuses/ tricoteurs/tricoteuses et autres operateurs/operatrices de machines textiles,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,,Non publie
450,Lanaudière,9445,Coupeurs/coupeuses de tissu/ de fourrure et de cuir,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,,Non publie
450,Lanaudière,9446,Operateurs/operatrices de machines à coudre industrielles,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,250,equilibre
450,Lanaudière,9447,Contrôleurs/contrôleuses et trieurs/trieuses dans la fabrication de produits textiles/ de tissus/ de fourrure et de cuir,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,,Non publie
450,Lanaudière,9461,Operateurs/operatrices de machines et de procedes industriels dans la transformation des aliments/ des boissons et des produits connexes,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,1000,Leger Deficit
450,Lanaudière,9462,Bouchers industriels/bouchères industrielles/ depeceurs-decoupeurs/depeceuses-decoupeuses de viande/ preparateurs/preparatrices de volaille et personnel assimile,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,900,Deficit important
450,Lanaudière,9463,Ouvriers/ouvrières dans les usines de transformation du poisson et de fruits de mer,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,,Non publie
450,Lanaudière,9465,echantillonneurs/echantillonneuses et trieurs/trieuses dans la transformation des aliments/ des boissons et des produits connexes,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,50,Non publie
450,Lanaudière,9471,Operateurs/operatrices d'equipement d'impression sans plaque,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,50,equilibre
450,Lanaudière,9472,Photograveurs-clicheurs/photograveuses-clicheuses/ photograveurs-reporteurs/photograveuses-reporteuses et autre personnel de prepresse,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,,Non publie
450,Lanaudière,9473,Operateurs/operatrices de machines à relier et de finition,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,50,Non publie
450,Lanaudière,9474,Developpeurs/developpeuses de films et de photographies,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,,Non publie
450,Lanaudière,9521,Monteurs/monteuses d'aeronefs et contrôleurs/contrôleuses de montage d'aeronefs,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,600,Non publie
450,Lanaudière,9522,Assembleurs/assembleuses/ contrôleurs/contrôleuses et verificateurs/verificatrices de vehicules automobiles,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,50,Non publie
450,Lanaudière,9523,Assembleurs/assembleuses/ monteurs/monteuses/ contrôleurs/contrôleuses et verificateurs/verificatrices de materiel electronique,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,150,Non publie
450,Lanaudière,9524,Monteurs/monteuses et contrôleurs/contrôleuses dans la fabrication de materiel/ d'appareils et d'accessoires electriques,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,150,Non publie
450,Lanaudière,9525,Assembleurs/assembleuses/ monteurs/monteuses et contrôleurs/contrôleuses dans la fabrication de transformateurs et de moteurs electriques industriels,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,,Non publie
450,Lanaudière,9526,Monteurs/monteuses et contrôleurs/contrôleuses de materiel mecanique,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,100,Non publie
450,Lanaudière,9527,Operateurs/operatrices de machines et contrôleurs/contrôleuses dans la fabrication d'appareils electriques,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,,Non publie
450,Lanaudière,9531,Monteurs/monteuses de bateaux et contrôleurs/contrôleuses de montage de bateaux,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,,Non publie
450,Lanaudière,9532,Monteurs/monteuses et contrôleurs/contrôleuses de meubles et d'accessoires,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,450,Leger Deficit
450,Lanaudière,9533,Monteurs/monteuses et contrôleurs/contrôleuses d'autres produits en bois,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,200,equilibre
450,Lanaudière,9534,Finisseurs/finisseuses et restaurateurs/restauratrices de meubles,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,250,Leger Deficit
450,Lanaudière,9535,Assembleurs/assembleuses/ finisseurs/finisseuses et contrôleurs/contrôleuses de produits en plastique,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,150,equilibre
450,Lanaudière,9536,Peintres/ enduiseurs/enduiseuses et operateurs/operatrices de postes de contrôle dans le finissage du metal - secteur industriel,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,300,equilibre
450,Lanaudière,9537,Monteurs/monteuses/ finisseurs/finisseuses et contrôleurs/contrôleuses de produits divers,C - Intermediaire (Moins Qualifie)                                                                                                                                                                                                                             ,Fabrication                                      ,500,Non publie
450,Lanaudière,9611,Manoeuvres dans le traitement des metaux et des minerais,D - Elementaire (Moins Qualifie)                                                                                                                                                                                                                               ,Fabrication                                      ,100,equilibre
450,Lanaudière,9612,Manoeuvres en metallurgie,D - Elementaire (Moins Qualifie)                                                                                                                                                                                                                               ,Fabrication                                      ,150,Leger Deficit
450,Lanaudière,9613,Manoeuvres dans le traitement des produits chimiques et les services d'utilite publique,D - Elementaire (Moins Qualifie)                                                                                                                                                                                                                               ,Fabrication                                      ,150,Non publie
450,Lanaudière,9614,Manoeuvres dans le traitement des pâtes et papiers et la transformation du bois,D - Elementaire (Moins Qualifie)                                                                                                                                                                                                                               ,Fabrication                                      ,450,Leger Deficit
450,Lanaudière,9615,Manoeuvres dans la fabrication des produits en caoutchouc et en plastique,D - Elementaire (Moins Qualifie)                                                                                                                                                                                                                               ,Fabrication                                      ,300,equilibre
450,Lanaudière,9616,Manoeuvres des produits du textile,D - Elementaire (Moins Qualifie)                                                                                                                                                                                                                               ,Fabrication                                      ,50,Non publie
450,Lanaudière,9617,Manoeuvres dans la transformation des aliments/ des boissons et des produits connexes,D - Elementaire (Moins Qualifie)                                                                                                                                                                                                                               ,Fabrication                                      ,2000,Deficit important
450,Lanaudière,9618,Manoeuvres dans la transformation du poisson et des fruits de mer,D - Elementaire (Moins Qualifie)                                                                                                                                                                                                                               ,Fabrication                                      ,,Non publie
450,Lanaudière,9619,Autres manoeuvres des services de transformation/ de fabrication et d'utilite publique,D - Elementaire (Moins Qualifie)                                                                                                                                                                                                                               ,Fabrication                                      ,900,Non publie
455,Laurentides,11,Membres des corps legislatifs, A-1 Gestion (Haut. Qualifie)                                                                                                                                                                                                                                  ,Gestion                                                                         ,200,Non publie
455,Laurentides,12,Cadres superieurs/cadres superieures - administration publique, A-1 Gestion (Haut. Qualifie)                                                                                                                                                                                                                                  ,Gestion                                                                         ,300,Non publie
455,Laurentides,13,Cadres superieurs/cadres superieures - services financiers/ communications et autres services aux entreprises, A-1 Gestion (Haut. Qualifie)                                                                                                                                                                                                                                  ,Gestion                                                                         ,900,Non publie
455,Laurentides,14,Cadres superieurs/cadres superieures - sante/ enseignement/ services sociaux et communautaires et associations mutuelles, A-1 Gestion (Haut. Qualifie)                                                                                                                                                                                                                                  ,Gestion                                                                         ,350,Non publie
455,Laurentides,15,Cadres superieurs/cadres superieures - commerce/ radiotelediffusion et autres services/ n.c.a., A-1 Gestion (Haut. Qualifie)                                                                                                                                                                                                                                  ,Gestion                                                                         ,2000,Non publie
455,Laurentides,16,Cadres superieurs/cadres superieures - construction/ transport/ production et services d'utilite publique, A-1 Gestion (Haut. Qualifie)                                                                                                                                                                                                                                  ,Gestion                                                                         ,2000,Non publie
455,Laurentides,111,Directeurs financiers/directrices financières, A-1 Gestion (Haut. Qualifie)                                                                                                                                                                                                                                  ,Gestion                                                                         ,1000,Leger Deficit
455,Laurentides,112,Directeurs/directrices des ressources humaines, A-1 Gestion (Haut. Qualifie)                                                                                                                                                                                                                                  ,Gestion                                                                         ,800,equilibre
